"","Sample_Name","Sample_ID","Respiration_Rate_mg_DO_per_L_per_H","Respiration_Rate_mg_DO_per_kg_per_H","Fe_mg_per_L","Fe_mg_per_kg","Percent_Fine_Sand","Percent_Med_Sand","Percent_Coarse_Sand","Percent_Tot_Sand","Percent_Clay","Percent_Silt","average_ssa","SpC","Temp","pH","Initial_Water_mass_g","Final_Water_mass_g","Dry_Sediment_Mass_g"
"450","EC_081_INC-W5","EC_081",-168.114,-568.923,0.176961290646383,0.598863628990681,"27.4","61.2","1.7","90.3","1.1","8.6",5.2445,80.65,19.8,6.53,8.06,8.06,14.89
"451","EC_082_INC-D1","EC_082",-0.82,-2.712,0.0995799520685378,0.329298783295429,"51.7","34.9","7","93.6","2","4.4",7.0035,114.4,19.6,6.76,4.81,2.76,15.12
"452","EC_082_INC-D2","EC_082",-0.86,-2.901,0.11408468062962,0.384894789362159,"51.7","34.9","7","93.6","2","4.4",7.0035,116.1,19.8,6.6,4.82,2.84,15.17
"453","EC_082_INC-D3","EC_082",-1.528,-5.214,0.112855466344783,0.385062553593009,"51.7","34.9","7","93.6","2","4.4",7.0035,115.1,19.8,6.62,4.82,3.16,15.17
"454","EC_082_INC-D4","EC_082",-0.728,-2.371,0.103759280636985,0.337882785664029,"51.7","34.9","7","93.6","2","4.4",7.0035,118.2,19.8,6.83,4.84,3.21,15.21
"455","EC_082_INC-D5","EC_082",-0.745,-2.54,0.104005123493953,0.354634786586453,"51.7","34.9","7","93.6","2","4.4",7.0035,121.2,19.5,6.69,4.81,3.14,15.13
"456","EC_082_INC-W1","EC_082",-215.999,-735.818,0.110397037775108,0.376076224736518,"51.7","34.9","7","93.6","2","4.4",7.0035,128.6,19.6,7.34,7.78,7.78,15.2
"457","EC_082_INC-W2","EC_082",-173.605,-595.922,0.139898180611208,0.480218523537946,"51.7","34.9","7","93.6","2","4.4",7.0035,123.1,19.8,6.83,7.76,7.76,15.14
"458","EC_082_INC-W3","EC_082",-181.327,-609.593,0.134489637757923,0.452132926936175,"51.7","34.9","7","93.6","2","4.4",7.0035,124.8,19.7,6.67,7.78,7.78,15.2
"459","EC_082_INC-W4","EC_082",-152.657,-508.021,0.118264009198068,0.393565838757039,"51.7","34.9","7","93.6","2","4.4",7.0035,127.1,19.6,6.57,7.8,7.8,15.22
"460","EC_082_INC-W5","EC_082",-197.419,-676.586,0.101546694924278,0.348016655841345,"51.7","34.9","7","93.6","2","4.4",7.0035,133.3,19.7,6.53,7.77,7.77,15.17
"461","EC_084_INC-D1","EC_084",-31.983,-113.782,0.135860676080756,0.4833320309017,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,178.5,21.5,6.75,5.78,3.28,14.16
"462","EC_084_INC-D2","EC_084",-7.256,-25.705,0.15879030906182,0.562521928198957,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,171.1,21.2,6.7,5.81,3.44,14.22
"463","EC_084_INC-D3","EC_084",-116.876,-414.625,0.113495523676187,0.402629366562528,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,171.6,21,6.79,5.8,3.45,14.2
"464","EC_084_INC-D4","EC_084",-1.153,-4.093,0.100288158353138,0.356026495915387,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,165.1,21.3,6.72,5.8,3.11,14.19
"465","EC_084_INC-D5","EC_084",-6.579,-23.405,0.104405783328498,0.371429472822959,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,167.1,21.1,6.79,5.78,3.32,14.16
"466","EC_084_INC-W1","EC_084",-160.484,-571.339,0.3741499698626,1.33200033440484,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,229.8,20.8,7.2,7.79,8.49,14.15
"467","EC_084_INC-W2","EC_084",-159.882,-567.992,0.123641633338565,0.439241698126249,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,197.3,21.2,6.97,7.82,8.63,14.18
"468","EC_084_INC-W3","EC_084",-183.289,-652.528,0.0899083405303407,0.32008004623434,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,192.4,21.3,6.89,7.77,9.06,14.15
"469","EC_084_INC-W4","EC_084",-172.674,-615.607,0.105879795276772,0.377473084718146,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,198.5,21.3,6.88,7.76,8.75,14.13
"470","EC_084_INC-W5","EC_084",-138.873,-485.482,0.114205747238362,0.399244588281228,"1.9","1.2","93.6","96.7","1.4","1.9",4.29733333333333,189.2,21.5,6.74,7.67,8.12,14.41
"471","EC_085_INC-D1","EC_085",-0.945,-3.286,0.276433453031962,0.961316362085158,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,146.3,21.2,6.76,5.05,1.51,14.89
"472","EC_085_INC-D2","EC_085",-0.584,-2.027,0.26885253007821,0.93307324798792,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,140,21.4,6.78,5.06,2.19,14.92
"473","EC_085_INC-D3","EC_085",-0.471,-1.636,0.263676412191712,0.915722890657214,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,141.6,21.4,6.69,5.06,2.16,14.91
"474","EC_085_INC-D4","EC_085",-0.498,-1.725,0.283141115997786,0.980690978426848,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,146.5,21.2,6.73,5.08,1.93,14.95
"475","EC_085_INC-D5","EC_085",-0.556,-1.923,0.273537312346923,0.94616136076393,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,146.1,21,6.68,5.08,1.9,14.97
"476","EC_085_INC-W1","EC_085",-190.61,-660.196,0.87380642314747,3.02652644795981,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,152.4,21,7.09,8.12,8.12,14.95
"477","EC_085_INC-W2","EC_085",-165.006,-574.975,0.964143187714113,3.35964323035158,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,147.3,21.1,6.99,8.09,8.09,14.86
"478","EC_085_INC-W3","EC_085",-192.034,-663.796,0.97334317666181,3.36453157748499,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,152.1,21.3,6.9,8.02,8.02,14.98
"479","EC_085_INC-W4","EC_085",-172.448,-598.892,1.03409838573553,3.59132451453866,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,157.9,20.8,6.94,8.06,8.06,14.91
"480","EC_085_INC-W5","EC_085",-144.757,-501.715,1.05302904407375,3.64972536353299,"34.6","39","3.4","77","3.1","19.9",6.01133333333333,153.1,20.9,7.05,8.05,8.05,14.94
"481","EC_088_INC-D1","EC_088",-1.318,-5.019,0.119882908785373,0.456532976602478,"28","21.5","18.5","68","3.3","28.7",27.682,93.3,20.4,6.29,6.26,1.33,13.73
"482","EC_088_INC-D2","EC_088",-5.321,-20.263,0.172111776229273,0.655428720460582,"28","21.5","18.5","68","3.3","28.7",27.682,79.42,20.8,5.75,6.25,3.01,13.73
"483","EC_088_INC-D3","EC_088",-172.921,-657.549,0.340984701026441,1.29663462384498,"28","21.5","18.5","68","3.3","28.7",27.682,83.53,20.6,5.79,6.26,3.52,13.75
"484","EC_088_INC-D4","EC_088",-5.339,-20.317,0.133640353635928,0.508553095357216,"28","21.5","18.5","68","3.3","28.7",27.682,82.05,20.7,5.7,6.26,2.26,13.74
"485","EC_088_INC-D5","EC_088",-1.836,-6.992,0.137559565336364,0.523848465635625,"28","21.5","18.5","68","3.3","28.7",27.682,79.31,20.8,5.67,6.25,2.75,13.73
"486","EC_088_INC-W1","EC_088",-211.87,-809.779,0.574855155930159,2.19714010840382,"28","21.5","18.5","68","3.3","28.7",27.682,117.1,20.1,7.18,9.26,9.27,13.68
"487","EC_088_INC-W2","EC_088",-230.532,-876.621,0.495887339991558,1.88567021518535,"28","21.5","18.5","68","3.3","28.7",27.682,101.8,20.4,6.01,9.31,9.33,13.75
"488","EC_088_INC-W3","EC_088",-246.161,-938.782,0.450753654720811,1.71904490085575,"28","21.5","18.5","68","3.3","28.7",27.682,105.3,20.7,6.02,9.27,9.27,13.71
"489","EC_088_INC-W4","EC_088",-243.005,-921.37,0.47709110192253,1.80893294815964,"28","21.5","18.5","68","3.3","28.7",27.682,100.2,20.6,5.83,9.29,9.3,13.79
"490","EC_088_INC-W5","EC_088",-218.399,-832.3,0.468287373148465,1.78461177787468,"28","21.5","18.5","68","3.3","28.7",27.682,101.6,20.6,5.75,9.28,9.28,13.72
"491","EC_089_INC-D1","EC_089",-0.571,-1.868,0.130064466332508,0.425436673745688,"23.6","20.9","46.4","90.9","4.1","5",8.932,84.3,19.7,5.76,4.51,2.94,15.5
"492","EC_089_INC-D2","EC_089",-0.674,-2.172,0.119739066339873,0.385946048667101,"23.6","20.9","46.4","90.9","4.1","5",8.932,83.02,19.6,5.99,4.51,3.14,15.5
"493","EC_089_INC-D3","EC_089",-0.695,-2.242,0.129081094904638,0.416344901071613,"23.6","20.9","46.4","90.9","4.1","5",8.932,83.66,19.6,6.07,4.51,2.87,15.48
"494","EC_089_INC-D4","EC_089",-0.427,-1.386,0.172841123444854,0.561173932531769,"23.6","20.9","46.4","90.9","4.1","5",8.932,84.01,19.5,5.81,4.5,2.96,15.44
"495","EC_089_INC-D5","EC_089",-1.986,-6.527,0.192016866288319,0.631019157737649,"23.6","20.9","46.4","90.9","4.1","5",8.932,86.51,19.6,5.86,4.49,3.04,15.44
"496","EC_089_INC-W1","EC_089",-2.152,-7.095,0.197917094855539,0.652563857973303,"23.6","20.9","46.4","90.9","4.1","5",8.932,99.34,19.4,6.21,7.55,7.55,15.48
"497","EC_089_INC-W2","EC_089",-3.23,-10.66,0.175545394871496,0.57935661388334,"23.6","20.9","46.4","90.9","4.1","5",8.932,97.7,19.5,5.84,7.47,7.47,15.45
"498","EC_089_INC-W3","EC_089",-1.548,-5.146,0.161040666310414,0.535382292579072,"23.6","20.9","46.4","90.9","4.1","5",8.932,99.05,19.6,5.92,7.52,7.52,15.5
"499","EC_089_INC-W4","EC_089",-1.963,-6.442,0.144569194893591,0.474414245871815,"23.6","20.9","46.4","90.9","4.1","5",8.932,98.69,19.6,5.87,7.48,7.48,15.52
"500","EC_089_INC-W5","EC_089",-2.352,-7.69,0.209963394846947,0.686476064003139,"23.6","20.9","46.4","90.9","4.1","5",8.932,99.14,19.3,5.77,7.53,7.53,15.51
"501","EC_090_INC-D1","EC_090",-0.303,-0.901,0.25170494560631,0.748577046023961,"21","23.9","31.7","76.6","4.9","18.5",7.345,36.79,20.5,5.24,3.05,1.23,16.94
"502","EC_090_INC-D2","EC_090",-0.238,-0.7,0.240013413836438,0.70573011471033,"21","23.9","31.7","76.6","4.9","18.5",7.345,36.56,20.5,5.33,3.05,1.32,16.94
"503","EC_090_INC-D3","EC_090",-0.298,-0.867,0.275088009146053,0.800108486778785,"21","23.9","31.7","76.6","4.9","18.5",7.345,35.73,20.4,5.39,3.05,1.17,16.95
"504","EC_090_INC-D4","EC_090",-0.236,-0.692,0.236195770809542,0.692115030540016,"21","23.9","31.7","76.6","4.9","18.5",7.345,36.29,20.5,5.43,3.05,1.38,16.92
"505","EC_090_INC-D5","EC_090",-0.178,-0.526,0.290597183942821,0.858948423486853,"21","23.9","31.7","76.6","4.9","18.5",7.345,34.97,20.8,5.35,3.06,1.29,16.97
"506","EC_090_INC-W1","EC_090",-145.776,-434.578,0.898556835976136,2.67871660536282,"21","23.9","31.7","76.6","4.9","18.5",7.345,29,20.5,6.96,6.06,6.05,16.96
"507","EC_090_INC-W2","EC_090",-125.139,-379.332,NA,NA,"21","23.9","31.7","76.6","4.9","18.5",7.345,28.94,20.7,6.09,6.06,6.04,16.94
"508","EC_090_INC-W3","EC_090",-116.934,-347.077,0.643729163930775,1.91067930603878,"21","23.9","31.7","76.6","4.9","18.5",7.345,26.77,20.5,5.77,6.05,6.04,16.95
"509","EC_090_INC-W4","EC_090",-163.662,-480.197,0.812898470560139,2.38510822586362,"21","23.9","31.7","76.6","4.9","18.5",7.345,29.03,20.7,5.55,6.06,6.05,16.99
"510","EC_090_INC-W5","EC_090",-141.168,-419.335,0.85393813309928,2.53659472614074,"21","23.9","31.7","76.6","4.9","18.5",7.345,29.74,20.4,5.45,6.01,6.01,16.93
"511","EC_091_INC-D1","EC_091",-6.738,-22.456,0.169148415149667,0.5637159574471,"72.4","15","1.2","88.6","3.7","7.7",5.4435,168.8,19.8,7.01,4.89,2.64,15.09
"512","EC_091_INC-D2","EC_091",-5.134,-17.071,0.255283985944026,0.848865653195237,"72.4","15","1.2","88.6","3.7","7.7",5.4435,160.8,20,6.01,4.91,2.74,15.13
"513","EC_091_INC-D3","EC_091",-0.472,-1.582,0.1448109408532,0.485390151647107,"72.4","15","1.2","88.6","3.7","7.7",5.4435,165.8,20.3,6.27,4.89,2.25,15.09
"514","EC_091_INC-D4","EC_091",-4.398,-14.377,0.237150181566266,0.775256358957183,"72.4","15","1.2","88.6","3.7","7.7",5.4435,154,20,6.13,4.9,2.88,15.09
"515","EC_091_INC-D5","EC_091",-0.509,-1.723,0.128347355299707,0.434373720023595,"72.4","15","1.2","88.6","3.7","7.7",5.4435,161,20.1,6.4,4.89,2.63,15.09
"516","EC_091_INC-W1","EC_091",-175.113,-582.207,0.287256746294286,0.955057578273479,"72.4","15","1.2","88.6","3.7","7.7",5.4435,153.8,20,6.43,7.89,7.89,15.15
"517","EC_091_INC-W2","EC_091",-121.422,-398.672,0.252897959052215,0.830353866874875,"72.4","15","1.2","88.6","3.7","7.7",5.4435,141.9,20.1,7.12,7.9,7.9,15.14
"518","EC_091_INC-W3","EC_091",-119.381,-404.789,0.267929928470621,0.908477638258001,"72.4","15","1.2","88.6","3.7","7.7",5.4435,163.3,19.7,6.98,7.9,7.91,15.1
"519","EC_091_INC-W4","EC_091",-104.406,-345.078,0.247887302579413,0.819305192937505,"72.4","15","1.2","88.6","3.7","7.7",5.4435,159.2,20.1,6.66,7.92,7.92,15.14
"520","EC_091_INC-W5","EC_091",-144.32,-486.805,0.244785467620059,0.825684579314846,"72.4","15","1.2","88.6","3.7","7.7",5.4435,151.3,20.1,6.83,7.88,7.88,15.09
"521","EC_092_INC-D1","EC_092",-0.438,-1.324,0.0638330365479719,0.192990714452406,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,144,20,6.53,3.31,1.3,16.69
"522","EC_092_INC-D2","EC_092",-0.736,-2.17,0.0417688236968247,0.123154212949116,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,140.3,20,6.96,3.31,1.4,16.69
"523","EC_092_INC-D3","EC_092",-0.141,-0.416,NA,NA,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,145.3,20.1,6.64,3.32,1.3,16.74
"524","EC_092_INC-D4","EC_092",-0.392,-1.169,0.0676702909568671,0.201752457141949,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,142.3,20,7.04,3.3,1.49,16.67
"525","EC_092_INC-D5","EC_092",-0.497,-1.492,0.0501628177162829,0.15054842065359,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,142.2,20.1,6.99,3.31,1.61,16.73
"526","EC_092_INC-W1","EC_092",-7.073,-20.927,NA,NA,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,169,19.8,6.33,6.33,6.33,16.69
"527","EC_092_INC-W2","EC_092",-9.545,-28.932,0.107481805449154,0.325794160435753,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,168.2,20,6.11,6.32,6.32,16.69
"528","EC_092_INC-W3","EC_092",-1.976,-6.038,0.104364036241927,0.318897046148329,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,170.3,20.4,6.16,6.34,6.34,16.72
"529","EC_092_INC-W4","EC_092",-2.346,-7.037,0.105803006645263,0.317345740625594,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,166.3,20,6.18,6.33,6.33,16.72
"530","EC_092_INC-W5","EC_092",-2.019,-6.116,0.101725923835812,0.308157191870827,"14","19.1","56.4","89.5","3","7.5",2.85366666666667,168.2,20.1,6.35,6.32,6.32,16.73
"531","EC_093_INC-D1","EC_093",0,0,0.0640728649485279,0.198218073632074,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,56.27,20.7,6.38,3.66,2,16.34
"532","EC_093_INC-D2","EC_093",0,0,0.0609550957413005,0.185629182496485,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,57.2,20.8,6.64,3.65,1.88,16.32
"533","EC_093_INC-D3","EC_093",-0.468,-1.432,0.0621542377440803,0.190192728724537,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,56.58,20.6,6.6,3.66,2.03,16.33
"534","EC_093_INC-D4","EC_093",0,0,NA,NA,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,55.18,20.3,6.75,3.66,1.93,16.33
"535","EC_093_INC-D5","EC_093",0,0,0.0707880601640944,0.213143498585833,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,53.71,20.5,6.52,3.66,1.88,16.35
"536","EC_093_INC-W1","EC_093",-0.554,-1.695,0.0705482317635385,0.215789511844654,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,74.15,20.2,7.34,6.69,6.59,16.34
"537","EC_093_INC-W2","EC_093",-0.473,-1.467,0.0647923501501957,0.200999034829463,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,69.1,20.3,6.67,6.67,6.66,16.34
"538","EC_093_INC-W3","EC_093",-0.545,-1.691,0.0693490897607587,0.215168691702696,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,70.03,20.2,6.52,6.7,6.7,16.36
"539","EC_093_INC-W4","EC_093",-0.52,-1.617,0.0578373265340732,0.179875499636531,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,71.93,20.5,6.3,6.69,6.99,16.36
"540","EC_093_INC-W5","EC_093",-0.454,-1.397,0.0655118353518636,0.201624192960598,"4.2","11.2","82.3","97.7","1.8","0.5",4.04066666666667,68.51,20.3,6.31,6.68,6.67,16.35
"541","EC_094_INC-D1","EC_094",-0.919,-2.984,0.354580900456958,1.15113619673382,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,243.3,20.1,6.45,4.45,2.58,15.58
"542","EC_094_INC-D2","EC_094",-0.928,-3.016,0.37479702182025,1.21815057767173,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,235.1,20.8,6.6,4.45,2.61,15.55
"543","EC_094_INC-D3","EC_094",-0.756,-2.437,0.398507287616703,1.28459092906116,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,240.3,20.4,6.6,4.45,1.86,15.57
"544","EC_094_INC-D4","EC_094",-3.787,-12.418,0.498339985707033,1.63410648689399,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,238.1,20.3,6.53,4.45,2.53,15.55
"545","EC_094_INC-D5","EC_094",-0.802,-2.616,0.423465462139285,1.38109031261611,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,233.2,20.4,6.91,4.45,2.78,15.57
"546","EC_094_INC-W1","EC_094",-124.638,-408.758,0.446676564445287,1.464903925684,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,238.8,20.2,7,7.46,7.46,15.56
"547","EC_094_INC-W2","EC_094",-154.795,-498.066,0.432699986712641,1.39224970050736,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,244.9,20.2,6.47,7.47,7.47,15.58
"548","EC_094_INC-W3","EC_094",-109.705,-361.991,0.415229264546833,1.37012305877158,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,239.9,20.4,6.45,7.47,7.46,15.55
"549","EC_094_INC-W4","EC_094",-131.252,-423.25,0.50507869282813,1.62873327514423,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,244.2,20.1,6.33,7.48,7.48,15.62
"550","EC_094_INC-W5","EC_094",-122.395,-395.66,0.489355042878903,1.58191251007769,"23.6","18.9","48.6","91.1","4.1","4.8",5.065,243.9,20.4,6.33,7.46,7.46,15.56
"551","EC_095_INC-D1","EC_095",-3.316,-14.018,0.0375995621561516,0.158944976407892,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,369.9,19.5,5.42,7.57,3.41,12.45
"552","EC_095_INC-D2","EC_095",-1.59,-6.659,NA,NA,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,366.5,19.4,5.17,7.55,2.84,12.4
"553","EC_095_INC-D3","EC_095",-2.287,-9.623,NA,NA,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,365.6,19.3,5.3,7.57,3.26,12.43
"554","EC_095_INC-D4","EC_095",-2.539,-10.676,NA,NA,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,377,19.5,5.21,7.59,3.87,12.46
"555","EC_095_INC-D5","EC_095",-4.835,-20.529,NA,NA,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,382.5,19.5,5.2,7.54,2.83,12.4
"556","EC_095_INC-W1","EC_095",-288.114,-1225.528,0.712410954237942,3.03032775462081,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,347.3,19.5,5.55,10.55,10.54,12.42
"557","EC_095_INC-W2","EC_095",-277.778,-1172.022,NA,NA,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,343.1,19.4,5.69,10.49,10.48,12.45
"558","EC_095_INC-W3","EC_095",-286.5,-1197.251,0.650083791914224,2.71662735283414,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,347.3,19.7,5.66,10.5,10.5,12.41
"559","EC_095_INC-W4","EC_095",-271.208,-1136.636,NA,NA,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,319,19.5,5.73,10.46,10.46,12.46
"560","EC_095_INC-W5","EC_095",-282.83,-1178.232,0.389268589574975,1.62164054262844,"45.2","16.1","4.2","65.5","1.8","32.7",12.832,330.9,19.4,5.8,10.53,10.53,12.48
