"Sample_Name","Sample_ID","INC","SpC","pH","Temp","Respiration_Rate_mg_DO_per_L_per_H","Respiration_Rate_mg_DO_per_kg_per_H","Methods_Deviation","Fe_mg_per_kg","Fe_mg_per_L","Initial_Water_mass_g","Final_Water_mass_g","Dry_Sediment_Mass_g","Initial_Gravimetric_Moisture","Final_Gravimetric_Moisture","Incubation_Water_Mass_g","ATP_nanomol_per_L","ATP_picomol_per_g","Percent_Fine_Sand","Percent_Med_Sand","Percent_Coarse_Sand","Percent_Tot_Sand","Percent_Clay","Percent_Silt","mean_ssa","Lost_Gravimetric_Water"
"EC_027_INC-D4","EC_027","INC-D4",1117,7.12,22,109.808,571.748,"RATE_005; RATE_CV_050",0.686,0.132,10,7.13,10,1,0.71,52.12,3.3,11.96,46.5,25,1.1,72.6,15.7,11.7,34.066,0.29
"EC_027_INC-D5","EC_027","INC-D5",1037,7.03,21.8,7.881,40.945,"RATE_CV_050",0.401,0.077,10.02,7,10.02,1,0.7,52.11,2.09,4.6,46.5,25,1.1,72.6,15.7,11.7,34.066,0.3
"EC_027_INC-W1","EC_027","INC-W1",1097,6.44,21.4,182.577,950.641,"RATE_005",0.214,0.041,12.74,12.74,10,1.27,1.27,52.12,3.59,15.41,46.5,25,1.1,72.6,15.7,11.7,34.066,0
"EC_027_INC-W2","EC_027","INC-W2",1078,7.17,21.6,265.758,1385.131,"RATE_005",16.887,3.24,12.58,12.58,9.99,1.26,1.26,52.12,3.09,21.6,46.5,25,1.1,72.6,15.7,11.7,34.066,0
"EC_027_INC-W3","EC_027","INC-W3",1002,6.85,21.5,244.014,1271.801,"RATE_005",0.495,0.095,13.02,13.02,9.98,1.3,1.3,52.12,2.25,16.16,46.5,25,1.1,72.6,15.7,11.7,34.066,0
"EC_027_INC-W4","EC_027","INC-W4",1070,6.92,21.5,261.147,1356.767,"RATE_005",0.332,0.064,12.97,12.97,10.02,1.29,1.29,52.11,1.97,9.31,46.5,25,1.1,72.6,15.7,11.7,34.066,0
"EC_032_INC-D1","EC_032","INC-D1",607.9,7.09,19.7,221.433,1144.544,"RATE_005",0.843,0.163,10.56,6.92,10.12,1.04,0.68,52.36,6.19,73.62,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0.36
"EC_032_INC-D2","EC_032","INC-D2",616.1,7.35,20.2,260.814,1408.074,"RATE_005",18.262,3.383,10.15,6.19,9.72,1.04,0.64,52.53,1.17,3.96,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0.4
"EC_032_INC-D3","EC_032","INC-D3",669.4,7.45,19.6,185.851,994.426,"RATE_005",15.327,2.864,10.23,6.16,9.81,1.04,0.63,52.49,3.41,22.81,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0.41
"EC_032_INC-D4","EC_032","INC-D4",642.1,7.51,19.5,238.136,1270.059,"RATE_005",19.011,3.565,10.26,7.36,9.83,1.04,0.75,52.48,5.69,35.41,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0.29
"EC_032_INC-D5","EC_032","INC-D5",677.4,7.76,19.9,132.501,676.208,"RATE_005; INC_004",16.421,3.218,10.69,5.44,10.24,1.04,0.53,52.31,4.53,28.95,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0.51
"EC_032_INC-W1","EC_032","INC-W1",603.7,6.74,19.8,265.923,1426.043,"RATE_005",1.708,0.318,14.22,14.2,9.79,1.45,1.45,52.5,7.29,72.55,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0
"EC_032_INC-W2","EC_032","INC-W2",590.3,6.94,20.3,267.866,1442.905,"RATE_005",1.723,0.32,14.13,14.13,9.74,1.45,1.45,52.52,3.01,18.59,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0
"EC_032_INC-W3","EC_032","INC-W3",589.5,7,19.9,266.952,1403.841,"RATE_005",1.504,0.286,14.38,14.37,9.97,1.44,1.44,52.43,2,12.19,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0
"EC_032_INC-W4","EC_032","INC-W4",607.1,7.22,20.3,265,1384.447,"RATE_005",14.483,2.772,14.44,14.44,10.02,1.44,1.44,52.4,1.99,11.38,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0
"EC_032_INC-W5","EC_032","INC-W5",601.5,7.3,20.2,269.748,1415.434,"RATE_005",10.723,2.044,14.46,14.45,9.98,1.45,1.45,52.42,5.62,41.35,6.6,1.1,1.1,8.8,20.6,70.6,95.555,0
"EC_033_INC-D1","EC_033","INC-D1",1181,7.62,20.9,0,0,"RATE_CV_050",0.101,0.032,4.07,2.24,15.88,0.26,0.14,50.6,2.99,7.86,0.8,6.2,92.1,99.1,0.9,0,5.349,0.12
"EC_033_INC-D2","EC_033","INC-D2",1157,7.57,20.6,0,0,"RATE_CV_050",0.113,0.036,4.1,2.19,15.97,0.26,0.14,50.55,1.62,4.57,0.8,6.2,92.1,99.1,0.9,0,5.349,0.12
"EC_033_INC-D3","EC_033","INC-D3",1176,7.36,20.9,0,0,"RATE_CV_050",0.057,0.018,4.09,2.25,15.94,0.26,0.14,50.57,1.69,4.88,0.8,6.2,92.1,99.1,0.9,0,5.349,0.12
"EC_033_INC-D4","EC_033","INC-D4",1169,7.62,20.8,0.18,0.57,"RATE_CV_050; RATE_OUTLIER_000",0.0031705329153605,0.001,4.09,2.33,15.95,0.26,0.15,50.57,1.25,3.75,0.8,6.2,92.1,99.1,0.9,0,5.349,0.11
"EC_033_INC-D5","EC_033","INC-D5",1189,7.66,20.9,0,0,"RATE_CV_050",0.1,0.031,4.07,1.81,15.88,0.26,0.11,50.6,1.48,3.68,0.8,6.2,92.1,99.1,0.9,0,5.349,0.15
"EC_033_INC-W1","EC_033","INC-W1",1155,7.7,20.8,0.034,0.108,"RATE_CV_050; RATE_OUTLIER_000",0.00319041614123581,0.001,9.23,9.23,15.86,0.58,0.58,50.6,1.14,3.15,0.8,6.2,92.1,99.1,0.9,0,5.349,0
"EC_033_INC-W2","EC_033","INC-W2",1131,7.67,21,0,0,"RATE_CV_050",0.00314766355140187,0.001,9.46,9.11,16.05,0.59,0.57,50.52,1.55,4.01,0.8,6.2,92.1,99.1,0.9,0,5.349,0.02
"EC_033_INC-W3","EC_033","INC-W3",1144,7.46,20.8,0,0,"RATE_CV_050",0.104,0.033,9.23,9.23,15.88,0.58,0.58,50.6,0.73,2.07,0.8,6.2,92.1,99.1,0.9,0,5.349,0
"EC_033_INC-W4","EC_033","INC-W4",1140,7.68,20.8,0,0,"RATE_CV_050",0.00314116915422886,0.001,9.31,9.31,16.08,0.58,0.58,50.51,0.61,1.77,0.8,6.2,92.1,99.1,0.9,0,5.349,0
"EC_033_INC-W5","EC_033","INC-W5",1137,7.63,20.7,0,0,"RATE_CV_050",0.093,0.029,9.16,9.82,15.8,0.58,0.62,50.63,0.75,2.12,0.8,6.2,92.1,99.1,0.9,0,5.349,-0.04
"EC_034_INC-D1","EC_034","INC-D1",494.9,6.5,20.9,1.368,4.717,"N/A",0.638,0.185,5.23,3.38,14.8,0.35,0.23,51,50.86,208.2,80.7,4,0.6,85.3,3.4,11.3,14.807,0.12
"EC_034_INC-D2","EC_034","INC-D2",500.8,6.45,21.7,1.323,4.556,"N/A",0.703,0.204,5.24,3.41,14.82,0.35,0.23,51,64.97,352.88,80.7,4,0.6,85.3,3.4,11.3,14.807,0.12
"EC_034_INC-D3","EC_034","INC-D3",479.3,6.3,20.7,1.093,3.778,"N/A",0.694,0.201,5.22,3.15,14.77,0.35,0.21,51.02,59.84,303.9,80.7,4,0.6,85.3,3.4,11.3,14.807,0.14
"EC_034_INC-D4","EC_034","INC-D4",489,6.85,21.7,1.113,3.868,"N/A",0.736,0.212,5.2,2.85,14.7,0.35,0.19,51.05,61.92,233.77,80.7,4,0.6,85.3,3.4,11.3,14.807,0.16
"EC_034_INC-D5","EC_034","INC-D5",481.6,7.22,20.6,1.866,6.434,"N/A",0.879,0.255,5.23,3.07,14.8,0.35,0.21,51,64.06,250.44,80.7,4,0.6,85.3,3.4,11.3,14.807,0.14
"EC_034_INC-W1","EC_034","INC-W1",415.5,6.7,21.9,224.555,771.416,"RATE_005",1.556,0.453,8.26,8.26,14.85,0.56,0.56,50.98,46.66,149.83,80.7,4,0.6,85.3,3.4,11.3,14.807,0
"EC_034_INC-W2","EC_034","INC-W2",409.6,6.57,21.8,258.728,892.944,"RATE_005",1.729,0.501,8.24,8.24,14.79,0.56,0.56,51.01,51.63,237.93,80.7,4,0.6,85.3,3.4,11.3,14.807,0
"EC_034_INC-W3","EC_034","INC-W3",419.5,6.45,21.7,206.353,712.665,"RATE_005",0.563,0.163,8.2,8.19,14.78,0.55,0.55,51.01,40.33,206.66,80.7,4,0.6,85.3,3.4,11.3,14.807,0
"EC_034_INC-W4","EC_034","INC-W4",423,6.42,21.7,252.83,866.045,"RATE_005",1.745,0.51,8.22,8.22,14.89,0.55,0.55,50.97,43.51,251.04,80.7,4,0.6,85.3,3.4,11.3,14.807,0
"EC_034_INC-W5","EC_034","INC-W5",403.4,6.42,21.1,243.593,843.893,"RATE_005",1.328,0.383,8.18,8.18,14.74,0.55,0.55,51.03,42.48,134.7,80.7,4,0.6,85.3,3.4,11.3,14.807,0
"EC_035_INC-D1","EC_035","INC-D1",279.8,7.14,20.1,265.215,1881.946,"RATE_005",2.264,0.319,12.45,13.55,7.62,1.63,1.78,54,28.98,84.24,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,-0.15
"EC_035_INC-D2","EC_035","INC-D2",261.7,7.06,19.8,268.682,1925.317,"RATE_005",2.505,0.35,12.33,10.48,7.55,1.63,1.39,54.03,17.01,59.41,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0.24
"EC_035_INC-D3","EC_035","INC-D3",254.5,7.16,20,117.402,830.738,"RATE_005",0.884,0.125,12.48,8.5,7.64,1.63,1.11,53.99,16.77,60.06,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0.52
"EC_035_INC-D4","EC_035","INC-D4",274.9,7.09,19.9,269.861,1917.433,"RATE_005",1.204,0.17,12.42,9.69,7.6,1.63,1.27,54,12.56,40.06,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0.36
"EC_035_INC-D5","EC_035","INC-D5",274.9,6.86,18.8,262.968,1866.002,"RATE_005",3.619,0.51,12.44,9.72,7.62,1.63,1.28,54,19.2,68.76,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0.35
"EC_035_INC-W1","EC_035","INC-W1",296.4,7.53,20.1,268.417,1904.667,"RATE_005",3.354,0.473,15.42,15.42,7.62,2.02,2.02,54,11.73,42.58,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0
"EC_035_INC-W2","EC_035","INC-W2",282.8,7.11,20,274.839,1947.317,"RATE_005",2.736,0.386,15.45,15.45,7.63,2.03,2.03,53.99,14.2,56.91,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0
"EC_035_INC-W3","EC_035","INC-W3",272.9,7.14,19.9,264.923,1882.348,"RATE_005",1.783,0.251,15.37,15.37,7.6,2.02,2.02,54,24.36,77.09,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0
"EC_035_INC-W4","EC_035","INC-W4",283.5,7.07,20.1,276.469,1956.299,"RATE_005",3.325,0.47,15.43,15.43,7.63,2.02,2.02,53.99,26.26,78.15,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0
"EC_035_INC-W5","EC_035","INC-W5",285.5,7.03,19.9,270.133,1916.844,"RATE_005",2.22,0.313,15.41,15.41,7.62,2.02,2.02,54,30.33,97.05,28.4,62.3,3.5,94.2,2.5,3.3,17.1256666666667,0
"EC_037_INC-D1","EC_037","INC-D1",361.1,6.34,21.1,2.084,6.052,"RATE_CV_050; RATE_OUTLIER_000",0.136,0.047,2.7,1.06,17.21,0.16,0.06,49.95,6.4,20.28,3.7,4.7,89.3,97.7,2.3,0,5.7255,0.1
"EC_037_INC-D2","EC_037","INC-D2",358.6,6.28,21.4,1.616,4.665,"RATE_CV_050; RATE_OUTLIER_000",0.146,0.051,2.71,1.08,17.31,0.16,0.06,49.91,4.2,11.48,3.7,4.7,89.3,97.7,2.3,0,5.7255,0.1
"EC_037_INC-D3","EC_037","INC-D3",363.8,6.72,20.9,1.517,4.365,"RATE_CV_050",0.139,0.048,2.72,0.81,17.36,0.16,0.05,49.89,2.99,9.07,3.7,4.7,89.3,97.7,2.3,0,5.7255,0.11
"EC_037_INC-D4","EC_037","INC-D4",367.1,6.57,21.2,0.469,1.347,"RATE_CV_050",0.095,0.033,2.72,1.01,17.39,0.16,0.06,49.88,8.16,27.9,3.7,4.7,89.3,97.7,2.3,0,5.7255,0.1
"EC_037_INC-D5","EC_037","INC-D5",366.9,6.69,20.8,0.558,1.623,"RATE_CV_050",0.154,0.053,2.69,0.89,17.2,0.16,0.05,49.96,15.13,42.7,3.7,4.7,89.3,97.7,2.3,0,5.7255,0.11
"EC_037_INC-W1","EC_037","INC-W1",361.3,7.01,20.7,1.867,5.354,"N/A",0.257,0.089,7.61,7.61,17.4,0.44,0.44,49.87,1.74,6.56,3.7,4.7,89.3,97.7,2.3,0,5.7255,0
"EC_037_INC-W2","EC_037","INC-W2",353,6.61,21,1.771,5.062,"N/A",0.183,0.064,7.66,7.66,17.46,0.44,0.44,49.85,2.69,7.94,3.7,4.7,89.3,97.7,2.3,0,5.7255,0
"EC_037_INC-W3","EC_037","INC-W3",352.2,6.86,21.2,4.405,12.835,"N/A",0.182,0.062,7.65,7.65,17.17,0.45,0.45,49.97,6.31,19.85,3.7,4.7,89.3,97.7,2.3,0,5.7255,0
"EC_037_INC-W4","EC_037","INC-W4",351,6.63,20.7,1.943,5.524,"N/A",0.225,0.079,7.76,7.76,17.53,0.44,0.44,49.81,5.77,16.68,3.7,4.7,89.3,97.7,2.3,0,5.7255,0
"EC_037_INC-W5","EC_037","INC-W5",361.3,6.43,20.1,4.434,12.491,"N/A ",0.2,0.071,7.78,7.78,17.68,0.44,0.44,49.75,5.92,20.17,3.7,4.7,89.3,97.7,2.3,0,5.7255,0
"EC_038_INC-D1","EC_038","INC-D1",162.1,6.48,20.9,0.449,1.386,"N/A",0.379,0.123,3.8,2.32,16.3,0.23,0.14,50.33,7.36,24.25,5.2,12.1,80.5,97.8,2.2,0,6.034,0.09
"EC_038_INC-D2","EC_038","INC-D2",153.6,6.84,20.8,0.335,1.03,"N/A",0.402,0.131,3.82,1.83,16.35,0.23,0.11,50.31,9.91,33.4,5.2,12.1,80.5,97.8,2.2,0,6.034,0.12
"EC_038_INC-D3","EC_038","INC-D3",148.3,6.88,20.9,0.209,0.66,"N/A",0.608,0.193,3.73,1.99,15.98,0.23,0.12,50.46,5.49,18.38,5.2,12.1,80.5,97.8,2.2,0,6.034,0.11
"EC_038_INC-D4","EC_038","INC-D4",171.5,6.52,20.1,0.242,0.742,"N/A",0.502,0.164,3.83,1.95,16.39,0.23,0.12,50.29,8.34,28.42,5.2,12.1,80.5,97.8,2.2,0,6.034,0.11
"EC_038_INC-D5","EC_038","INC-D5",163.5,6.53,21.3,0.372,1.166,"N/A",0.516,0.165,3.75,1.98,16.08,0.23,0.12,50.42,8.51,25.03,5.2,12.1,80.5,97.8,2.2,0,6.034,0.11
"EC_038_INC-W1","EC_038","INC-W1",148.4,6.65,20.9,5.415,16.652,"RATE_CV_050",0.465,0.151,8.86,8.86,16.35,0.54,0.54,50.31,11.65,29.73,5.2,12.1,80.5,97.8,2.2,0,6.034,0
"EC_038_INC-W2","EC_038","INC-W2",157.9,6.93,20.9,14.654,45.92,"RATE_CV_050; RATE_OUTLIER_000",0.553,0.177,8.75,8.75,16.08,0.54,0.54,50.42,34.92,89.94,5.2,12.1,80.5,97.8,2.2,0,6.034,0
"EC_038_INC-W3","EC_038","INC-W3",141.3,7.01,20.9,5.403,16.779,"RATE_CV_050",0.463,0.149,8.77,8.77,16.21,0.54,0.54,50.37,16.02,57.15,5.2,12.1,80.5,97.8,2.2,0,6.034,0
"EC_038_INC-W4","EC_038","INC-W4",146.1,6.57,21.3,12.213,38.271,"RATE_CV_050",0.486,0.155,8.76,8.76,16.08,0.54,0.54,50.42,12.99,33.48,5.2,12.1,80.5,97.8,2.2,0,6.034,0
"EC_038_INC-W5","EC_038","INC-W5",139.9,6.75,20.9,109.76,341.762,"RATE_005; RATE_CV_050; RATE_OUTLIER_000",0.684,0.22,8.77,8.77,16.18,0.54,0.54,50.38,9.57,31.48,5.2,12.1,80.5,97.8,2.2,0,6.034,0
"EC_039_INC-D1","EC_039","INC-D1",527.9,7.74,20.6,0,0,"N/A",0.131,0.04,4.59,1.95,15.46,0.3,0.13,50.62,5.93,15.85,3.7,25.3,67.9,96.9,3.1,0,5.336,0.17
"EC_039_INC-D2","EC_039","INC-D2",525.6,7.74,20.6,0,0,"N/A",0.112,0.034,4.55,2.7,15.35,0.3,0.18,50.67,5.53,14.81,3.7,25.3,67.9,96.9,3.1,0,5.336,0.12
"EC_039_INC-D3","EC_039","INC-D3",521.5,7.46,20.4,0,0,"N/A",0.118,0.036,4.59,2.73,15.47,0.3,0.18,50.62,4.04,13.09,3.7,25.3,67.9,96.9,3.1,0,5.336,0.12
"EC_039_INC-D4","EC_039","INC-D4",532.9,7.69,20.3,0,0,"N/A",0.106,0.034,4.79,2.6,16.14,0.3,0.16,50.33,5.83,16.92,3.7,25.3,67.9,96.9,3.1,0,5.336,0.14
"EC_039_INC-D5","EC_039","INC-D5",524.5,7.32,20.3,0,0,"N/A",0.099,0.03,4.58,2.59,15.46,0.3,0.17,50.62,4.57,13.06,3.7,25.3,67.9,96.9,3.1,0,5.336,0.13
"EC_039_INC-W1","EC_039","INC-W1",514.7,7.04,20.5,0.658,2.131,"RATE_CV_050",0.111,0.034,6.61,6.61,15.61,0.42,0.42,50.56,7.61,28.05,3.7,25.3,67.9,96.9,3.1,0,5.336,0
"EC_039_INC-W2","EC_039","INC-W2",506.2,7.16,20.5,8.443,27.888,"RATE_CV_050; RATE_OUTLIER_000",0.126,0.038,6.53,6.53,15.35,0.43,0.43,50.67,8.19,25.21,3.7,25.3,67.9,96.9,3.1,0,5.336,0
"EC_039_INC-W3","EC_039","INC-W3",499.9,7.45,20.2,0.418,1.372,"RATE_CV_050",0.00328127025275437,0.001,6.55,6.55,15.43,0.42,0.42,50.63,5.95,18.9,3.7,25.3,67.9,96.9,3.1,0,5.336,0
"EC_039_INC-W4","EC_039","INC-W4",512.2,7.47,20.2,0.526,1.715,"RATE_CV_050",0.00326030927835052,0.001,6.61,6.61,15.52,0.43,0.43,50.6,4.78,14.27,3.7,25.3,67.9,96.9,3.1,0,5.336,0
"EC_039_INC-W5","EC_039","INC-W5",486.8,7.61,20.4,10.591,34.552,"RATE_CV_050; RATE_OUTLIER_000",0.131,0.04,6.6,6.6,15.52,0.43,0.43,50.6,4.48,13.78,3.7,25.3,67.9,96.9,3.1,0,5.336,0
"EC_040_INC-D1","EC_040","INC-D1",528.2,7.52,20.1,0.791,2.871,"RATE_CV_050; RATE_OUTLIER_000",12.142,3.345,6.42,2.56,13.97,0.46,0.18,50.64,2.08,18.16,35.7,1.8,3.8,41.3,17.7,41,68.869,0.28
"EC_040_INC-D2","EC_040","INC-D2",534.3,7.35,19.7,0.273,0.993,"RATE_CV_050",2.066,0.568,6.41,2.2,13.94,0.46,0.16,50.65,2.04,16.64,35.7,1.8,3.8,41.3,17.7,41,68.869,0.3
"EC_040_INC-D3","EC_040","INC-D3",544,7.27,20.1,0.247,0.9,"RATE_CV_050",2.121,0.582,6.4,2.44,13.92,0.46,0.18,50.66,1.84,9.1,35.7,1.8,3.8,41.3,17.7,41,68.869,0.28
"EC_040_INC-D4","EC_040","INC-D4",542.2,7.5,19.9,0.279,1.014,"RATE_CV_050",9.425,2.592,6.41,2.55,13.95,0.46,0.18,50.65,2.77,14.7,35.7,1.8,3.8,41.3,17.7,41,68.869,0.28
"EC_040_INC-D5","EC_040","INC-D5",526,7.54,19.9,0.441,1.629,"RATE_CV_050",5.593,1.514,6.32,2.43,13.75,0.46,0.18,50.73,2.05,10.34,35.7,1.8,3.8,41.3,17.7,41,68.869,0.28
"EC_040_INC-W1","EC_040","INC-W1",486.1,7.45,20,208.29,769.596,"RATE_005",12.311,3.332,9.1,9.1,13.75,0.66,0.66,50.73,1.44,13.09,35.7,1.8,3.8,41.3,17.7,41,68.869,0
"EC_040_INC-W2","EC_040","INC-W2",502.3,7.17,19.9,246.264,899.654,"RATE_005",12.516,3.426,8.96,8.96,13.89,0.65,0.65,50.67,1.18,7.8,35.7,1.8,3.8,41.3,17.7,41,68.869,0
"EC_040_INC-W3","EC_040","INC-W3",479.2,7.3,19.9,233.337,860.091,"RATE_005",4.919,1.334,9.14,9.14,13.78,0.66,0.66,50.72,1.41,14.45,35.7,1.8,3.8,41.3,17.7,41,68.869,0
"EC_040_INC-W4","EC_040","INC-W4",499.9,7.28,20.3,256.415,946.72,"RATE_005",13.628,3.691,9.14,9.13,13.75,0.66,0.66,50.73,1.1,7.99,35.7,1.8,3.8,41.3,17.7,41,68.869,0
"EC_040_INC-W5","EC_040","INC-W5",494.8,7.35,20.2,169.462,622.138,"RATE_005",14.079,3.835,9.21,9.21,13.83,0.67,0.67,50.7,1.64,13.42,35.7,1.8,3.8,41.3,17.7,41,68.869,0
"EC_041_INC-D1","EC_041","INC-D1",234.7,7.39,20.3,6.566,24.51,"RATE_CV_050",0.433,0.116,6.27,4.21,13.74,0.46,0.31,51.29,8.67,33.69,7.2,31.9,55,94.1,4.1,1.8,11.21,0.15
"EC_041_INC-D2","EC_041","INC-D2",217.8,7.52,20.7,0.838,3.113,"RATE_CV_050; RATE_OUTLIER_000",0.19,0.051,6.3,2.56,13.79,0.46,0.19,51.26,14.53,57.08,7.2,31.9,55,94.1,4.1,1.8,11.21,0.27
"EC_041_INC-D3","EC_041","INC-D3",231.5,7.35,20.5,6.963,25.907,"RATE_CV_050",0.428,0.115,6.29,4.15,13.78,0.46,0.3,51.27,22.7,84.69,7.2,31.9,55,94.1,4.1,1.8,11.21,0.16
"EC_041_INC-D4","EC_041","INC-D4",225.5,7.4,20.7,4.031,15.072,"RATE_CV_050",0.436,0.117,6.26,3.42,13.71,0.46,0.25,51.3,4.85,15.99,7.2,31.9,55,94.1,4.1,1.8,11.21,0.21
"EC_041_INC-D5","EC_041","INC-D5",227.3,7.12,20.5,0.66,2.464,"RATE_CV_050; RATE_OUTLIER_000",0.282,0.076,6.27,3.31,13.73,0.46,0.24,51.29,2.5,9.59,7.2,31.9,55,94.1,4.1,1.8,11.21,0.22
"EC_041_INC-W1","EC_041","INC-W1",258.6,7.44,20,142.104,528.714,"RATE_005",0.462,0.124,9.77,9.77,13.77,0.71,0.71,51.27,50.95,270.4,7.2,31.9,55,94.1,4.1,1.8,11.21,0
"EC_041_INC-W2","EC_041","INC-W2",249.9,7.23,20.7,157.769,586.571,"RATE_005",0.483,0.13,9.77,9.77,13.78,0.71,0.71,51.27,35.9,117.71,7.2,31.9,55,94.1,4.1,1.8,11.21,0
"EC_041_INC-W3","EC_041","INC-W3",254.2,7.23,19.9,133.324,497.685,"RATE_005",0.531,0.142,9.5,9.5,13.74,0.69,0.69,51.29,31.07,105.27,7.2,31.9,55,94.1,4.1,1.8,11.21,0
"EC_041_INC-W5","EC_041","INC-W5",236,7.23,20.4,105.325,391.873,"RATE_005; INC_002",0.366,0.099,10.3,10.31,13.78,0.75,0.75,51.27,18.47,54.75,7.2,31.9,55,94.1,4.1,1.8,11.21,0
"EC_042_INC-D1","EC_042","INC-D1",126,7.47,20.3,0.183,0.641,"RATE_CV_050",0.219,0.063,5.46,3.71,14.62,0.37,0.25,51.15,0.67,2.23,6.4,11.3,77,94.7,1.3,4,7.17733333333333,0.12
"EC_042_INC-D2","EC_042","INC-D2",110.6,7.42,20.2,0.393,1.382,"RATE_CV_050",0.207,0.059,5.43,3.62,14.56,0.37,0.25,51.18,0.64,2.34,6.4,11.3,77,94.7,1.3,4,7.17733333333333,0.12
"EC_042_INC-D3","EC_042","INC-D3",117.6,7.4,19.8,0.481,1.698,"RATE_CV_050",0.094,0.027,5.42,3.63,14.51,0.37,0.25,51.2,0.69,2.01,6.4,11.3,77,94.7,1.3,4,7.17733333333333,0.12
"EC_042_INC-D4","EC_042","INC-D4",120.4,7.39,20.7,5.319,18.752,"RATE_CV_050; RATE_OUTLIER_000",0.184,0.052,5.43,3.51,14.53,0.37,0.24,51.19,0.44,1.33,6.4,11.3,77,94.7,1.3,4,7.17733333333333,0.13
"EC_042_INC-D5","EC_042","INC-D5",112.2,7.36,20.2,0.37,1.304,"INC_004; RATE_CV_050",0.00352063273727648,0.001,5.43,3.91,14.54,0.37,0.27,51.19,0.3,1.04,6.4,11.3,77,94.7,1.3,4,7.17733333333333,0.1
"EC_042_INC-W1","EC_042","INC-W1",113.5,7.24,20.2,9.132,32.072,"RATE_CV_050; RATE_OUTLIER_000",0.241,0.069,8.41,8.41,14.58,0.58,0.58,51.17,0.99,2.26,6.4,11.3,77,94.7,1.3,4,7.17733333333333,0
"EC_042_INC-W2","EC_042","INC-W2",113.7,7.46,20.5,3.199,11.2,"RATE_CV_050",0.00349863201094391,0.001,8.45,8.45,14.62,0.58,0.58,51.15,0.79,2.18,6.4,11.3,77,94.7,1.3,4,7.17733333333333,0
